index,field,pv,value,record_type
611,state,SR07A-PC-HSTR-01:STATE,2,ai
611,state,SR07A-PC-VSTR-01:STATE,2,ai
614,offset,SR07A-PC-Q2B-02:OFFSET1,0,ai
616,offset,SR07A-PC-Q3B-03:OFFSET1,0,ai
619,error_sum,SR07A-PC-HSTR-02:ERCSUM,0,ai
619,error_sum,SR07A-PC-VSTR-02:ERCSUM,0,ai
619,state,SR07A-PC-HSTR-02:STATE,2,ai
619,state,SR07A-PC-VSTR-02:STATE,2,ai
622,enabled,SR07C-DI-EBPM-02:CF:ENABLED_S,1,ai
628,enabled,SR07C-DI-EBPM-03:CF:ENABLED_S,1,ai
631,error_sum,SR07A-PC-HSTR-03:ERCSUM,0,ai
631,error_sum,SR07A-PC-VSTR-03:ERCSUM,0,ai
631,state,SR07A-PC-HSTR-03:STATE,2,ai
631,state,SR07A-PC-VSTR-03:STATE,2,ai
636,enabled,SR07C-DI-EBPM-04:CF:ENABLED_S,1,ai
639,error_sum,SR07A-PC-HSTR-04:ERCSUM,0,ai
639,error_sum,SR07A-PC-VSTR-04:ERCSUM,0,ai
639,state,SR07A-PC-HSTR-04:STATE,2,ai
639,state,SR07A-PC-VSTR-04:STATE,2,ai
645,error_sum,SR07A-PC-HSTR-05:ERCSUM,0,ai
645,error_sum,SR07A-PC-VSTR-05:ERCSUM,0,ai
645,state,SR07A-PC-HSTR-05:STATE,2,ai
645,state,SR07A-PC-VSTR-05:STATE,2,ai
650,enabled,SR07C-DI-EBPM-05:CF:ENABLED_S,1,ai
656,error_sum,SR07A-PC-HSTR-06:ERCSUM,0,ai
656,error_sum,SR07A-PC-VSTR-06:ERCSUM,0,ai
656,state,SR07A-PC-HSTR-06:STATE,2,ai
656,state,SR07A-PC-VSTR-06:STATE,2,ai
659,offset,SR07A-PC-Q3B-08:OFFSET1,0,ai
661,enabled,SR07C-DI-EBPM-06:CF:ENABLED_S,1,ai
663,offset,SR07A-PC-Q2B-09:OFFSET1,0,ai
666,error_sum,SR07A-PC-HSTR-07:ERCSUM,0,ai
666,error_sum,SR07A-PC-VSTR-07:ERCSUM,0,ai
666,state,SR07A-PC-HSTR-07:STATE,2,ai
666,state,SR07A-PC-VSTR-07:STATE,2,ai
669,offset,SR07A-PC-Q1B-10:OFFSET1,0,ai
671,enabled,SR07C-DI-EBPM-07:CF:ENABLED_S,1,ai
685,enabled,SR08C-DI-EBPM-01:CF:ENABLED_S,1,ai
687,offset,SR08A-PC-Q1B-01:OFFSET1,0,ai
690,error_sum,SR08A-PC-HSTR-01:ERCSUM,0,ai
690,error_sum,SR08A-PC-VSTR-01:ERCSUM,0,ai
690,state,SR08A-PC-HSTR-01:STATE,2,ai
690,state,SR08A-PC-VSTR-01:STATE,2,ai
693,offset,SR08A-PC-Q2B-02:OFFSET1,0,ai
695,offset,SR08A-PC-Q3B-03:OFFSET1,0,ai
698,error_sum,SR08A-PC-HSTR-02:ERCSUM,0,ai
698,error_sum,SR08A-PC-VSTR-02:ERCSUM,0,ai
698,state,SR08A-PC-HSTR-02:STATE,2,ai
698,state,SR08A-PC-VSTR-02:STATE,2,ai
701,enabled,SR08C-DI-EBPM-02:CF:ENABLED_S,1,ai
